Location,Sampling period,Parameter,Value,Unit,Statistic,Sample matrix,Source table,Notes
Y-7,Summer,Carbamazepine,60.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Summer,Ciprofloxacin,45.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Summer,Diclofenac,180.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Summer,Enrofloxacin,35.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Summer,Estrone,500.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Summer,Gemfibrozil,50.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Summer,Ketoprofen,20.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Summer,Naproxen,400.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Summer,Progesterone,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Summer,Sulfamethoxazole,70.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Summer,Testosterone,110.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Summer,Triclosan,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-7,Summer,Trimethoprim,5400.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Post-monsoon,2-hydroxybenzothiazole,400.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Post-monsoon,Atenolol,158.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Post-monsoon,Caffeine,60.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Post-monsoon,Carbamazepine,70.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Post-monsoon,Ciprofloxacin,125.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Post-monsoon,Diclofenac,210.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Post-monsoon,Enrofloxacin,39.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Post-monsoon,Estrone,40.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Post-monsoon,Gemfibrozil,330.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Post-monsoon,Ketoprofen,20.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Post-monsoon,Naproxen,100.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Post-monsoon,Progesterone,5.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Post-monsoon,Sulfamethoxazole,210.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Post-monsoon,Testosterone,96.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Post-monsoon,Triclosan,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Post-monsoon,Trimethoprim,3300.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Summer,2-hydroxybenzothiazole,190.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Summer,Atenolol,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Summer,Caffeine,200.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Summer,Carbamazepine,105.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Summer,Ciprofloxacin,58.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Summer,Diclofenac,175.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Summer,Enrofloxacin,41.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Summer,Estrone,650.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Summer,Gemfibrozil,340.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Summer,Ketoprofen,300.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Summer,Naproxen,200.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Summer,Progesterone,290.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Summer,Sulfamethoxazole,55.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Summer,Testosterone,180.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Summer,Triclosan,22.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-8,Summer,Trimethoprim,2300.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Post-monsoon,2-hydroxybenzothiazole,225.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Post-monsoon,Atenolol,65.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Post-monsoon,Caffeine,90.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Post-monsoon,Carbamazepine,90.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Post-monsoon,Ciprofloxacin,120.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Post-monsoon,Diclofenac,172.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Post-monsoon,Enrofloxacin,41.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Post-monsoon,Estrone,170.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Post-monsoon,Gemfibrozil,320.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Post-monsoon,Ketoprofen,90.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Post-monsoon,Naproxen,180.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Post-monsoon,Progesterone,75.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Post-monsoon,Sulfamethoxazole,290.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Post-monsoon,Testosterone,68.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Post-monsoon,Triclosan,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Post-monsoon,Trimethoprim,1400.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Summer,2-hydroxybenzothiazole,240.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Summer,Atenolol,0.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Summer,Caffeine,180.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Summer,Carbamazepine,65.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Summer,Ciprofloxacin,58.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Summer,Diclofenac,35.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Summer,Enrofloxacin,34.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Summer,Estrone,130.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Summer,Gemfibrozil,240.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Summer,Ketoprofen,40.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Summer,Naproxen,40.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Summer,Progesterone,75.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Summer,Sulfamethoxazole,50.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Summer,Testosterone,63.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Summer,Triclosan,15.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
Y-9,Summer,Trimethoprim,300.0,ng/L,Reported value,river water,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
