Sr No.,Location(actual name not some legend thing),Date,Month,Year,Season,Parameter,Actual Value,Mean,Std Dev,Unit,Source,Notes/Extraction Remark
317,L14 (receiving Shahdara outfall drain and agricultural runoff),,February,2013,,Iron,6.3,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
318,L14 (receiving Shahdara outfall drain and agricultural runoff),,February,2013,,Aluminum,424,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
319,L14 (receiving Shahdara outfall drain and agricultural runoff),,February,2013,,Copper,223,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
320,L14 (receiving Shahdara outfall drain and agricultural runoff),,February,2013,,Chromium,530,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
321,L14 (receiving Shahdara outfall drain and agricultural runoff),,February,2013,,Cobalt,112,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
322,L14 (receiving Shahdara outfall drain and agricultural runoff),,February,2013,,Cadmium,56,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
323,L14 (receiving Shahdara outfall drain and agricultural runoff),,February,2013,,Lead,510,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
324,L14 (receiving Shahdara outfall drain and agricultural runoff),,February,2013,,Manganese,373,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
325,L14 (receiving Shahdara outfall drain and agricultural runoff),,February,2013,,Nickel,473,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
326,L14 (receiving Shahdara outfall drain and agricultural runoff),,February,2013,,Zinc,437,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
327,L14 (receiving Shahdara outfall drain and agricultural runoff),,February,2013,,Fluoride,620,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
328,L14 (receiving Shahdara outfall drain and agricultural runoff),,February,2013,,Chloride,236.2,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
329,L14 (receiving Shahdara outfall drain and agricultural runoff),,February,2013,,Nitrate,3.2,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
330,L14 (receiving Shahdara outfall drain and agricultural runoff),,February,2013,,Sulfate,79.9,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
331,L14 (receiving Shahdara outfall drain and agricultural runoff),,February,2013,,Bicarbonate,227.2,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
332,L14 (receiving Shahdara outfall drain and agricultural runoff),,February,2013,,Phosphate,0.8,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
333,L14 (receiving Shahdara outfall drain and agricultural runoff),,February,2013,,pH,7.0,,,,Table 1,Value from Table 1.
334,L14 (receiving Shahdara outfall drain and agricultural runoff),,February,2013,,Electrical Conductivity,1265,,,µS/cm,Table 1,Value from Table 1. Unit inferred from table footnote.
335,L14 (receiving Shahdara outfall drain and agricultural runoff),,February,2013,,Total Dissolved Solids,712,,,mg/l,Table 1,Value from Table 1. Unit inferred from table footnote.
336,L14 (receiving Shahdara outfall drain and agricultural runoff),,February,2013,,Oxidation-Reduction Potential,249.0,,,mV,Table 1,Value from Table 1. Unit inferred from table footnote.
