measurement_id,paper_citation,original_source_citation,source_location,site_description,latitude,longitude,parameter_name,cas_number,category,matrix,sample_type,time_period,time_granularity,raw_value,mean_value,std_dev,min_value,max_value,n_observations,aggregation_level,limit_qualifier,detection_limit,unit,notes
432,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Palla, Delhi",,,Total Coliform,,Biological,river water,surface water,2020-2021,yearly,,,,330.0,350000.0,,yearly,,,MPN/100 mL,source_quote: 330-350000
439,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Nizamuddin, Delhi",,,Total Coliform,,Biological,river water,surface water,2020-2021,yearly,,,,700000.0,28000000.0,,yearly,,,MPN/100 mL,"source_quote: 700,000-28000000"
446,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Okhla Bridge (Inlet of Agra Canal), Delhi",,,Total Coliform,,Biological,river water,surface water,2020-2021,yearly,,,,350000.0,16000000.0,,yearly,,,MPN/100 mL,"source_quote: 350,000-16000000"
453,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Okhla After Meeting of Shahdara Drain, Delhi",,,Total Coliform,,Biological,river water,surface water,2020-2021,yearly,,,,490000.0,35000000.0,,yearly,,,MPN/100 mL,"source_quote: 490,000-35000000"
460,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Agra Canal at Madanpur Khadar, Delhi",,,Total Coliform,,Biological,river water,surface water,2020-2021,yearly,,,,1100000.0,24000000.0,,yearly,,,MPN/100 mL,"source_quote: 1,100,000-24000000"
467,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Mazawali, Uttar Pradesh",,,Total Coliform,,Biological,river water,surface water,2020-2021,yearly,,,,3300.0,9200000.0,,yearly,,,MPN/100 mL,source_quote: 3300-9200000
473,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Shahpur, Uttar Pradesh",,,Total Coliform,,Biological,river water,surface water,2020-2021,yearly,,,,53000.0,110000.0,,yearly,,,MPN/100 mL,"source_quote: 53,000-110000"
479,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Kesighat, Vrindavan, Uttar Pradesh",,,Total Coliform,,Biological,river water,surface water,2020-2021,yearly,,,,46000.0,88000.0,,yearly,,,MPN/100 mL,"source_quote: 46,000-88000"
486,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Mathura U/S, Uttar Pradesh",,,Total Coliform,,Biological,river water,surface water,2020-2021,yearly,,,,1100.0,9200000.0,,yearly,,,MPN/100 mL,source_quote: 1100-9200000
492,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Vishramghat, Mathura, Uttar Pradesh",,,Total Coliform,,Biological,river water,surface water,2020-2021,yearly,,,,54000.0,140000.0,,yearly,,,MPN/100 mL,"source_quote: 54,000-140000"
499,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Mathura D/S, Uttar Pradesh",,,Total Coliform,,Biological,river water,surface water,2020-2021,yearly,,,,2200.0,1400000.0,,yearly,,,MPN/100 mL,source_quote: 2200-1400000
506,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Agra U/S, Uttar Pradesh",,,Total Coliform,,Biological,river water,surface water,2020-2021,yearly,,,,2200.0,7900000.0,,yearly,,,MPN/100 mL,source_quote: 2200-7900000
512,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","D/S of Agra, Uttar Pradesh",,,Total Coliform,,Biological,river water,surface water,2020-2021,yearly,,,,2200.0,32000000.0,,yearly,,,MPN/100 mL,source_quote: 2200-32000000
518,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Bateswar, Uttar Pradesh",,,Total Coliform,,Biological,river water,surface water,2020-2021,yearly,,,,3300.0,13000.0,,yearly,,,MPN/100 mL,source_quote: 3300-13000
524,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Etawah, Uttar Pradesh",,,Total Coliform,,Biological,river water,surface water,2020-2021,yearly,,,,1300.0,1700.0,,yearly,,,MPN/100 mL,source_quote: 1300-1700
530,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Juhika B/C with Chambal, Etawah, Uttar Pradesh",,,Total Coliform,,Biological,river water,surface water,2020-2021,yearly,,,,1700.0,220000.0,,yearly,,,MPN/100 mL,source_quote: 1700-220000
536,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Hamirpur, Uttar Pradesh",,,Total Coliform,,Biological,river water,surface water,2020-2021,yearly,,,,1300.0,13000.0,,yearly,,,MPN/100 mL,source_quote: 1300-13000
543,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Allahabad D/S (Balua Ghat), Uttar Pradesh",,,Total Coliform,,Biological,river water,surface water,2020-2021,yearly,,,,1700.0,3900.0,,yearly,,,MPN/100 mL,source_quote: 1700-3900
338,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Yamunotri, Uttarakhand",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,7.4,,,,,,yearly,,,,source_quote: 7.4
344,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Hanumanchatti, Himachal Pradesh",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,7.9,,,,,,yearly,,,,source_quote: 7.9
351,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","U/S Lakhwar Dam, Himachal Pradesh",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,7.7,8.4,,yearly,,,,source_quote: 7.7-8.4
358,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","U/S Dak Patthar, Himachal Pradesh",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,8.0,8.2,,yearly,,,,source_quote: 8.0-8.2
365,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","U/S Paonta Sahib, Himachal Pradesh",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,6.4,8.0,,yearly,,,,source_quote: 6.4-8.0
372,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","D/S Paonta Sahib, Himachal Pradesh",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,6.6,7.7,,yearly,,,,source_quote: 6.6-7.7
379,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","U/S Ranbaxy, Himachal Pradesh",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,7.0,7.6,,yearly,,,,source_quote: 7.0-7.6
386,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","D/S Ranbaxy, Himachal Pradesh",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,7.0,7.6,,yearly,,,,source_quote: 7.0-7.6
393,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Hathnikund, Yamunanagar, Haryana",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,7.3,8.3,,yearly,,,,source_quote: 7.3-8.3
400,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Kalanaur, Yamuna Nagar, Haryana",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,7.2,8.3,,yearly,,,,source_quote: 7.2-8.3
406,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Magalaura, Haryana",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,7.2,8.5,,yearly,,,,source_quote: 7.2-8.5
413,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Khojkipur, Panipat, Haryana",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,6.6,8.4,,yearly,,,,source_quote: 6.6-8.4
420,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Sonepat, Haryana",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,6.5,8.6,,yearly,,,,source_quote: 6.5-8.6
427,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Palla, Delhi",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,7.6,9.0,,yearly,,,,source_quote: 7.6-9.0
434,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Nizamuddin, Delhi",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,7.1,7.9,,yearly,,,,source_quote: 7.1-7.9
441,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Okhla Bridge (Inlet of Agra Canal), Delhi",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,7.1,7.9,,yearly,,,,source_quote: 7.1-7.9
448,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Okhla After Meeting of Shahdara Drain, Delhi",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,7.2,7.8,,yearly,,,,source_quote: 7.2-7.8
455,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Agra Canal at Madanpur Khadar, Delhi",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,7.1,7.8,,yearly,,,,source_quote: 7.1-7.8
462,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Mazawali, Uttar Pradesh",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,6.4,8.1,,yearly,,,,source_quote: 6.4-8.1
469,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Shahpur, Uttar Pradesh",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,7.1,7.5,,yearly,,,,source_quote: 7.1-7.5
475,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Kesighat, Vrindavan, Uttar Pradesh",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,7.1,7.6,,yearly,,,,source_quote: 7.1-7.6
481,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Mathura U/S, Uttar Pradesh",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,6.5,8.5,,yearly,,,,source_quote: 6.5-8.5
488,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Vishramghat, Mathura, Uttar Pradesh",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,6.9,7.6,,yearly,,,,source_quote: 6.9-7.6
494,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Mathura D/S, Uttar Pradesh",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,6.5,8.3,,yearly,,,,source_quote: 6.5-8.3
501,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Agra U/S, Uttar Pradesh",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,6.5,8.5,,yearly,,,,source_quote: 6.5-8.5
507,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","D/S of Agra, Uttar Pradesh",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,6.5,8.7,,yearly,,,,source_quote: 6.5-8.7
513,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Bateswar, Uttar Pradesh",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,7.8,7.9,,yearly,,,,source_quote: 7.8-7.9
519,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Etawah, Uttar Pradesh",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,7.7,7.9,,yearly,,,,source_quote: 7.7-7.9
525,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Juhika B/C with Chambal, Etawah, Uttar Pradesh",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,7.7,8.2,,yearly,,,,source_quote: 7.7-8.2
531,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Hamirpur, Uttar Pradesh",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,8.0,8.4,,yearly,,,,source_quote: 8.0-8.4
538,"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",CPCB 2020; CPCB 2021 annexure VI (a),"Table 7, page 14","Allahabad D/S (Balua Ghat), Uttar Pradesh",,,pH,,Physical-Chemical,river water,surface water,2020-2021,yearly,,,,7.8,8.4,,yearly,,,,source_quote: 7.8-8.4
