Location,Sampling period,Parameter,Value,Unit,Statistic,Sample matrix,Source table,Notes
Nizamuddin Quarter Stream (NQS),May,AMM (ammonia),22.8,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Nizamuddin Quarter Stream (NQS),May,BOD (biochemical oxygen demand),26.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Nizamuddin Quarter Stream (NQS),May,COD (chemical oxygen demand),78.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Nizamuddin Quarter Stream (NQS),May,DO (dissolved oxygen),0.8,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Nizamuddin Quarter Stream (NQS),May,TKN (total Kjeldahl nitrogen),30.1,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Nizamuddin Quarter Stream (NQS),May,fecal coliform,36000000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Nizamuddin Quarter Stream (NQS),May,total coliform,16000000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Nizamuddin Quarter Stream (NQS),Nov,AMM (ammonia),15.1,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Nizamuddin Quarter Stream (NQS),Nov,BOD (biochemical oxygen demand),25.7,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Nizamuddin Quarter Stream (NQS),Nov,COD (chemical oxygen demand),70.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Nizamuddin Quarter Stream (NQS),Nov,DO (dissolved oxygen),0.2,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Nizamuddin Quarter Stream (NQS),Nov,TKN (total Kjeldahl nitrogen),20.7,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Nizamuddin Quarter Stream (NQS),Nov,fecal coliform,3000000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Nizamuddin Quarter Stream (NQS),Nov,total coliform,5400000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Nizamuddin Quarter Stream (NQS),Oct,AMM (ammonia),11.6,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Nizamuddin Quarter Stream (NQS),Oct,BOD (biochemical oxygen demand),24.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Nizamuddin Quarter Stream (NQS),Oct,COD (chemical oxygen demand),64.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Nizamuddin Quarter Stream (NQS),Oct,DO (dissolved oxygen),1.5,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Nizamuddin Quarter Stream (NQS),Oct,TKN (total Kjeldahl nitrogen),20.6,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Nizamuddin Quarter Stream (NQS),Oct,fecal coliform,900000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Nizamuddin Quarter Stream (NQS),Oct,total coliform,900000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Nizamuddin Quarter Stream (NQS),Sep,AMM (ammonia),6.2,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Nizamuddin Quarter Stream (NQS),Sep,BOD (biochemical oxygen demand),13.5,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Nizamuddin Quarter Stream (NQS),Sep,COD (chemical oxygen demand),42.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Nizamuddin Quarter Stream (NQS),Sep,DO (dissolved oxygen),2.6,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Nizamuddin Quarter Stream (NQS),Sep,TKN (total Kjeldahl nitrogen),8.7,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Nizamuddin Quarter Stream (NQS),Sep,fecal coliform,1500000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Nizamuddin Quarter Stream (NQS),Sep,total coliform,600000.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Palla,Apr,AMM (ammonia),0.3,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Palla,Apr,BOD (biochemical oxygen demand),3.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Palla,Apr,COD (chemical oxygen demand),10.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Palla,Apr,DO (dissolved oxygen),7.9,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Palla,Apr,TKN (total Kjeldahl nitrogen),1.5,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Palla,Apr,fecal coliform,300.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Palla,Apr,total coliform,250.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Palla,Aug,AMM (ammonia),0.5,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Palla,Aug,BOD (biochemical oxygen demand),1.2,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Palla,Aug,COD (chemical oxygen demand),11.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Palla,Aug,DO (dissolved oxygen),6.6,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Palla,Aug,TKN (total Kjeldahl nitrogen),2.6,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Palla,Aug,fecal coliform,250.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Palla,Aug,total coliform,240.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Palla,Dec,AMM (ammonia),0.4,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Palla,Dec,BOD (biochemical oxygen demand),1.5,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Palla,Dec,COD (chemical oxygen demand),9.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Palla,Dec,DO (dissolved oxygen),8.8,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Palla,Dec,TKN (total Kjeldahl nitrogen),1.5,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Palla,Dec,fecal coliform,200.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Palla,Dec,total coliform,200.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Palla,Feb,AMM (ammonia),0.4,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Palla,Feb,BOD (biochemical oxygen demand),1.7,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Palla,Feb,COD (chemical oxygen demand),8.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Palla,Feb,DO (dissolved oxygen),8.7,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Palla,Feb,TKN (total Kjeldahl nitrogen),1.4,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Palla,Feb,fecal coliform,250.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Palla,Feb,total coliform,400.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Palla,Jan,AMM (ammonia),0.5,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Palla,Jan,BOD (biochemical oxygen demand),1.5,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Palla,Jan,COD (chemical oxygen demand),7.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Palla,Jan,DO (dissolved oxygen),8.9,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Palla,Jan,TKN (total Kjeldahl nitrogen),2.2,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Palla,Jan,fecal coliform,300.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Palla,Jan,total coliform,300.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Palla,Jul,AMM (ammonia),0.6,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Palla,Jul,BOD (biochemical oxygen demand),1.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Palla,Jul,COD (chemical oxygen demand),16.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Palla,Jul,DO (dissolved oxygen),6.9,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Palla,Jul,TKN (total Kjeldahl nitrogen),1.9,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Palla,Jul,fecal coliform,200.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Palla,Jul,total coliform,220.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Palla,Jun,AMM (ammonia),0.4,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Palla,Jun,BOD (biochemical oxygen demand),1.7,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Palla,Jun,COD (chemical oxygen demand),12.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Palla,Jun,DO (dissolved oxygen),7.5,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Palla,Jun,TKN (total Kjeldahl nitrogen),2.3,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Palla,Jun,fecal coliform,300.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Palla,Jun,total coliform,280.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Palla,Mar,AMM (ammonia),0.2,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Palla,Mar,BOD (biochemical oxygen demand),1.9,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Palla,Mar,COD (chemical oxygen demand),9.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Palla,Mar,DO (dissolved oxygen),9.1,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Palla,Mar,TKN (total Kjeldahl nitrogen),2.5,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Palla,Mar,fecal coliform,400.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Palla,Mar,total coliform,350.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Palla,May,AMM (ammonia),0.7,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Palla,May,BOD (biochemical oxygen demand),3.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Palla,May,COD (chemical oxygen demand),10.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Palla,May,DO (dissolved oxygen),7.5,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Palla,May,TKN (total Kjeldahl nitrogen),2.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Palla,May,fecal coliform,450.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Palla,May,total coliform,300.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Palla,Nov,AMM (ammonia),0.5,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Palla,Nov,BOD (biochemical oxygen demand),2.4,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Palla,Nov,COD (chemical oxygen demand),7.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Palla,Nov,DO (dissolved oxygen),8.7,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Palla,Nov,TKN (total Kjeldahl nitrogen),2.1,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Palla,Nov,fecal coliform,300.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Palla,Nov,total coliform,350.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Palla,Oct,AMM (ammonia),0.3,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Palla,Oct,BOD (biochemical oxygen demand),2.6,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Palla,Oct,COD (chemical oxygen demand),12.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Palla,Oct,DO (dissolved oxygen),8.3,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Palla,Oct,TKN (total Kjeldahl nitrogen),1.4,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Palla,Oct,fecal coliform,260.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Palla,Oct,total coliform,300.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
Palla,Sep,AMM (ammonia),0.4,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
Palla,Sep,BOD (biochemical oxygen demand),1.4,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
Palla,Sep,COD (chemical oxygen demand),16.0,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
Palla,Sep,DO (dissolved oxygen),7.5,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
Palla,Sep,TKN (total Kjeldahl nitrogen),2.4,mg/L,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
Palla,Sep,fecal coliform,220.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
Palla,Sep,total coliform,260.0,No./100 mL,Reported value,river water,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
