Sr No.,Location,Date,Month,Year,Season,Parameter,Actual Value,Mean,Std Dev,Unit,Source,Notes/Extraction Remark
328,Nizamuddin Quarter Stream,,Oct,,,fecal coliform,900000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
329,Nizamuddin Quarter Stream,,Oct,,,total coliform,900000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
330,Nizamuddin Quarter Stream,,Sep,,,AMM (ammonia),6.2,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
331,Nizamuddin Quarter Stream,,Sep,,,BOD (biochemical oxygen demand),13.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
332,Nizamuddin Quarter Stream,,Sep,,,COD (chemical oxygen demand),42.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
333,Nizamuddin Quarter Stream,,Sep,,,DO (dissolved oxygen),2.6,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
334,Nizamuddin Quarter Stream,,Sep,,,TKN (total Kjeldahl nitrogen),8.7,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
335,Nizamuddin Quarter Stream,,Sep,,,fecal coliform,1500000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
336,Nizamuddin Quarter Stream,,Sep,,,total coliform,600000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
337,Palla,,Apr,,,AMM (ammonia),0.3,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
338,Palla,,Apr,,,BOD (biochemical oxygen demand),3.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
339,Palla,,Apr,,,COD (chemical oxygen demand),10.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
340,Palla,,Apr,,,DO (dissolved oxygen),7.9,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
341,Palla,,Apr,,,TKN (total Kjeldahl nitrogen),1.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
342,Palla,,Apr,,,fecal coliform,300.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
343,Palla,,Apr,,,total coliform,250.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
344,Palla,,Aug,,,AMM (ammonia),0.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
345,Palla,,Aug,,,BOD (biochemical oxygen demand),1.2,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
346,Palla,,Aug,,,COD (chemical oxygen demand),11.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
347,Palla,,Aug,,,DO (dissolved oxygen),6.6,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
348,Palla,,Aug,,,TKN (total Kjeldahl nitrogen),2.6,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
349,Palla,,Aug,,,fecal coliform,250.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
350,Palla,,Aug,,,total coliform,240.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
351,Palla,,Dec,,,AMM (ammonia),0.4,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
352,Palla,,Dec,,,BOD (biochemical oxygen demand),1.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
353,Palla,,Dec,,,COD (chemical oxygen demand),9.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
354,Palla,,Dec,,,DO (dissolved oxygen),8.8,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
355,Palla,,Dec,,,TKN (total Kjeldahl nitrogen),1.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
356,Palla,,Dec,,,fecal coliform,200.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
357,Palla,,Dec,,,total coliform,200.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
358,Palla,,Feb,,,AMM (ammonia),0.4,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
359,Palla,,Feb,,,BOD (biochemical oxygen demand),1.7,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
360,Palla,,Feb,,,COD (chemical oxygen demand),8.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
361,Palla,,Feb,,,DO (dissolved oxygen),8.7,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
362,Palla,,Feb,,,TKN (total Kjeldahl nitrogen),1.4,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
363,Palla,,Feb,,,fecal coliform,250.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
364,Palla,,Feb,,,total coliform,400.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
365,Palla,,Jan,,,AMM (ammonia),0.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
366,Palla,,Jan,,,BOD (biochemical oxygen demand),1.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
367,Palla,,Jan,,,COD (chemical oxygen demand),7.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
368,Palla,,Jan,,,DO (dissolved oxygen),8.9,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
369,Palla,,Jan,,,TKN (total Kjeldahl nitrogen),2.2,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
370,Palla,,Jan,,,fecal coliform,300.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
371,Palla,,Jan,,,total coliform,300.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
372,Palla,,Jul,,,AMM (ammonia),0.6,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
373,Palla,,Jul,,,BOD (biochemical oxygen demand),1.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
374,Palla,,Jul,,,COD (chemical oxygen demand),16.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
375,Palla,,Jul,,,DO (dissolved oxygen),6.9,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
376,Palla,,Jul,,,TKN (total Kjeldahl nitrogen),1.9,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
377,Palla,,Jul,,,fecal coliform,200.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
378,Palla,,Jul,,,total coliform,220.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
379,Palla,,Jun,,,AMM (ammonia),0.4,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
380,Palla,,Jun,,,BOD (biochemical oxygen demand),1.7,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
381,Palla,,Jun,,,COD (chemical oxygen demand),12.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
382,Palla,,Jun,,,DO (dissolved oxygen),7.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
383,Palla,,Jun,,,TKN (total Kjeldahl nitrogen),2.3,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
384,Palla,,Jun,,,fecal coliform,300.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
385,Palla,,Jun,,,total coliform,280.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
386,Palla,,Mar,,,AMM (ammonia),0.2,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
387,Palla,,Mar,,,BOD (biochemical oxygen demand),1.9,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
388,Palla,,Mar,,,COD (chemical oxygen demand),9.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
389,Palla,,Mar,,,DO (dissolved oxygen),9.1,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
390,Palla,,Mar,,,TKN (total Kjeldahl nitrogen),2.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
391,Palla,,Mar,,,fecal coliform,400.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
392,Palla,,Mar,,,total coliform,350.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
393,Palla,,May,,,AMM (ammonia),0.7,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
394,Palla,,May,,,BOD (biochemical oxygen demand),3.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
395,Palla,,May,,,COD (chemical oxygen demand),10.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
396,Palla,,May,,,DO (dissolved oxygen),7.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
397,Palla,,May,,,TKN (total Kjeldahl nitrogen),2.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
398,Palla,,May,,,fecal coliform,450.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
399,Palla,,May,,,total coliform,300.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
400,Palla,,Nov,,,AMM (ammonia),0.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
401,Palla,,Nov,,,BOD (biochemical oxygen demand),2.4,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
402,Palla,,Nov,,,COD (chemical oxygen demand),7.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
403,Palla,,Nov,,,DO (dissolved oxygen),8.7,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
404,Palla,,Nov,,,TKN (total Kjeldahl nitrogen),2.1,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
405,Palla,,Nov,,,fecal coliform,300.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
406,Palla,,Nov,,,total coliform,350.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
407,Palla,,Oct,,,AMM (ammonia),0.3,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
408,Palla,,Oct,,,BOD (biochemical oxygen demand),2.6,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
409,Palla,,Oct,,,COD (chemical oxygen demand),12.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
410,Palla,,Oct,,,DO (dissolved oxygen),8.3,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
411,Palla,,Oct,,,TKN (total Kjeldahl nitrogen),1.4,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
412,Palla,,Oct,,,fecal coliform,260.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
413,Palla,,Oct,,,total coliform,300.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
414,Palla,,Sep,,,AMM (ammonia),0.4,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
415,Palla,,Sep,,,BOD (biochemical oxygen demand),1.4,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
416,Palla,,Sep,,,COD (chemical oxygen demand),16.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
417,Palla,,Sep,,,DO (dissolved oxygen),7.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
418,Palla,,Sep,,,TKN (total Kjeldahl nitrogen),2.4,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
419,Palla,,Sep,,,fecal coliform,220.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
420,Palla,,Sep,,,total coliform,260.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
